loyalty_number,province,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,total_flights,engagement_status,lifespan,enrollment_date
326905,British Columbia,Female,College,67178.0,Married,Star,4068.09,Standard,34,Engaged,1,2017-02-01
326961,Ontario,Male,College,66801.5,Divorced,Star,7619.48,Standard,62,Engaged,5,2013-08-01
326988,Quebec,Male,Bachelor,95723.0,Single,Nova,6486.11,Standard,35,Engaged,1,2017-04-01
327015,Ontario,Female,College,67178.0,Single,Nova,4558.5,Standard,43,Engaged,4,2014-06-01
327019,Manitoba,Male,Bachelor,56235.0,Married,Nova,2801.56,Standard,9,Disengaged,0,2018-10-01
327098,British Columbia,Female,Bachelor,67755.0,Married,Aurora,8804.54,Standard,42,Engaged,2,2016-04-01
327163,British Columbia,Female,Bachelor,95448.0,Single,Star,5004.14,Standard,32,Engaged,3,2015-11-01
327203,Quebec,Male,Bachelor,74504.0,Married,Nova,3155.91,Standard,14,Disengaged,1,2017-12-01
327285,Ontario,Female,Bachelor,84165.0,Divorced,Aurora,9277.23,Standard,33,Engaged,5,2013-03-01
327320,Ontario,Female,Bachelor,69210.0,Married,Star,2456.82,Standard,37,Engaged,4,2014-06-01
327365,British Columbia,Male,High School or Below,40432.0,Married,Aurora,7255.71,Standard,5,Disengaged,0,2018-08-01
327470,Ontario,Male,College,66801.5,Single,Star,4655.39,Standard,44,Engaged,5,2013-06-01
327474,Ontario,Female,Bachelor,50625.0,Married,Nova,4194.66,Standard,20,Disengaged,1,2017-07-01
327530,British Columbia,Female,College,67178.0,Single,Star,4566.38,Standard,28,Engaged,1,2017-02-01
327555,Alberta,Male,College,66801.5,Divorced,Nova,8007.4,Standard,53,Engaged,0,2018-07-01
327638,Ontario,Female,Bachelor,68762.0,Divorced,Nova,5645.4,Standard,16,Disengaged,0,2018-07-01
327653,British Columbia,Male,Bachelor,101933.0,Married,Star,2471.53,Standard,29,Engaged,3,2015-06-01
327688,Ontario,Male,Bachelor,91225.0,Single,Nova,5328.84,Standard,36,Engaged,3,2015-11-01
327796,Quebec,Male,College,66801.5,Single,Star,4191.06,Standard,28,Engaged,1,2017-06-01
327866,Alberta,Male,Bachelor,78582.0,Single,Nova,7778.53,Standard,32,Engaged,1,2017-05-01
327910,Alberta,Male,Bachelor,83889.0,Married,Nova,6847.12,Standard,42,Engaged,3,2015-11-01
327972,Alberta,Female,Bachelor,88055.0,Married,Star,2582.41,Standard,31,Engaged,4,2014-05-01
328111,British Columbia,Male,College,66801.5,Married,Aurora,16060.07,Standard,52,Engaged,2,2016-07-01
328116,Ontario,Male,Bachelor,100783.0,Married,Aurora,13160.34,Standard,36,Engaged,5,2013-01-01
328180,Alberta,Male,Bachelor,61809.0,Married,Star,2567.15,2018 Promotion,53,Engaged,0,2018-02-01
328181,Quebec,Male,College,66801.5,Single,Nova,10014.06,Standard,37,Engaged,1,2017-02-01
328188,Ontario,Female,Bachelor,90991.0,Married,Star,2527.65,Standard,37,Engaged,2,2016-01-01
328198,Quebec,Female,Bachelor,101498.0,Married,Aurora,8223.16,Standard,46,Engaged,5,2013-10-01
328213,Ontario,Male,Bachelor,60050.0,Divorced,Nova,3403.92,Standard,44,Engaged,5,2013-09-01
328303,Ontario,Female,Bachelor,74580.0,Married,Star,20477.11,Standard,50,Engaged,6,2012-09-01
328323,British Columbia,Female,Bachelor,102717.0,Married,Star,8927.13,Standard,27,Engaged,1,2017-05-01
328349,British Columbia,Male,College,66801.5,Single,Star,3961.59,Standard,10,Disengaged,0,2018-07-01
328394,Quebec,Male,Doctor,65018.0,Married,Star,13466.92,Standard,0,Disengaged,6,2012-06-01
328446,Ontario,Male,Bachelor,103435.0,Divorced,Nova,15695.54,Standard,34,Engaged,4,2014-09-01
328543,British Columbia,Male,Bachelor,78247.0,Married,Aurora,7199.65,Standard,33,Engaged,2,2016-04-01
328576,Ontario,Male,Bachelor,53888.0,Single,Aurora,5376.89,Standard,51,Engaged,2,2016-12-01
328623,Nova Scotia,Female,Bachelor,62214.0,Divorced,Aurora,17367.53,Standard,75,Engaged,1,2017-01-01
328668,Ontario,Female,Bachelor,100976.0,Married,Star,8649.7,Standard,45,Engaged,5,2013-10-01
328754,Ontario,Male,College,66801.5,Single,Star,4866.65,Standard,42,Engaged,5,2013-06-01
328936,Ontario,Female,Bachelor,53118.0,Married,Star,4005.72,Standard,45,Engaged,3,2015-03-01
329039,Saskatchewan,Female,Bachelor,87032.0,Married,Nova,3580.26,Standard,42,Engaged,5,2013-07-01
329056,Ontario,Female,College,67178.0,Single,Star,2454.59,Standard,33,Engaged,1,2017-02-01
329094,Quebec,Male,College,66801.5,Single,Star,14396.24,Standard,48,Engaged,3,2015-12-01
329162,Ontario,Male,Bachelor,87842.0,Single,Star,2472.23,Standard,30,Engaged,6,2012-12-01
329214,British Columbia,Female,Master,101038.0,Married,Nova,8382.63,Standard,43,Engaged,5,2013-11-01
329215,Ontario,Female,College,67178.0,Divorced,Star,4165.4,Standard,28,Engaged,3,2015-09-01
329281,Saskatchewan,Male,Bachelor,92695.0,Married,Nova,5706.96,Standard,4,Disengaged,0,2018-09-01
329300,Quebec,Female,Bachelor,61070.0,Divorced,Star,5217.51,Standard,54,Engaged,5,2013-06-01
329302,British Columbia,Female,Bachelor,69696.0,Single,Aurora,11009.13,Standard,44,Engaged,3,2015-05-01
329355,British Columbia,Female,Bachelor,92259.0,Married,Star,3644.83,Standard,37,Engaged,1,2017-05-01
329358,Ontario,Male,Bachelor,89923.0,Single,Star,4599.76,Standard,23,Engaged,0,2018-01-01
329364,Ontario,Male,Bachelor,90839.0,Married,Star,9618.31,Standard,57,Engaged,6,2012-05-01
329382,Quebec,Male,College,66801.5,Single,Star,3961.59,Standard,0,Disengaged,6,2012-08-01
329587,Ontario,Female,Bachelor,53939.0,Married,Aurora,5106.11,Standard,38,Engaged,6,2012-09-01
329660,New Brunswick,Female,College,67178.0,Single,Star,5234.78,Standard,21,Engaged,5,2013-10-01
329692,British Columbia,Male,College,66801.5,Single,Star,2191.13,Standard,34,Engaged,6,2012-09-01
329720,Quebec,Male,Bachelor,91500.0,Single,Star,10391.78,Standard,44,Engaged,5,2013-06-01
329730,British Columbia,Male,College,66801.5,Married,Nova,7547.76,Standard,16,Disengaged,1,2017-11-01
329735,Alberta,Female,Bachelor,67619.0,Married,Aurora,13057.17,Standard,34,Engaged,5,2013-04-01
329736,Ontario,Male,College,66801.5,Single,Star,17759.39,Standard,40,Engaged,5,2013-04-01
329826,Ontario,Female,Bachelor,104617.0,Married,Aurora,9778.73,Standard,43,Engaged,4,2014-11-01
329839,Ontario,Female,Master,71118.0,Married,Nova,22806.47,Standard,49,Engaged,2,2016-06-01
329910,Prince Edward Island,Female,Bachelor,81865.0,Divorced,Nova,17557.54,Standard,12,Disengaged,0,2018-06-01
330040,Ontario,Male,Bachelor,55207.0,Single,Nova,4110.62,Standard,44,Engaged,2,2016-01-01
330053,Nova Scotia,Female,College,67178.0,Single,Star,12840.43,Standard,54,Engaged,3,2015-12-01
330131,Ontario,Male,Bachelor,93285.0,Married,Star,19688.32,Standard,42,Engaged,1,2017-05-01
330249,Ontario,Female,Bachelor,47864.0,Married,Star,4755.37,Standard,35,Engaged,5,2013-09-01
330278,Ontario,Female,Doctor,116909.0,Married,Nova,20725.38,Standard,28,Engaged,3,2015-06-01
330316,Ontario,Female,Bachelor,59867.0,Married,Aurora,5479.85,Standard,33,Engaged,4,2014-02-01
330343,New Brunswick,Male,Bachelor,84580.0,Single,Aurora,8038.95,Standard,43,Engaged,5,2013-12-01
330365,British Columbia,Male,High School or Below,56303.0,Married,Nova,3413.62,Standard,34,Engaged,4,2014-07-01
330433,Nova Scotia,Female,Bachelor,78900.0,Married,Star,8614.69,Standard,53,Engaged,6,2012-08-01
330464,Nova Scotia,Male,Bachelor,100510.0,Divorced,Aurora,5146.9,Standard,40,Engaged,4,2014-10-01
330468,Quebec,Male,High School or Below,40260.0,Single,Star,5274.2,Standard,32,Engaged,4,2014-06-01
330515,Quebec,Male,Bachelor,70872.0,Married,Nova,5416.41,Standard,31,Engaged,5,2013-02-01
330562,Ontario,Male,Bachelor,103461.0,Single,Aurora,14727.51,2018 Promotion,59,Engaged,0,2018-02-01
330680,Ontario,Male,Bachelor,71562.0,Married,Star,14014.72,Standard,31,Engaged,1,2017-04-01
330694,Alberta,Female,Bachelor,105053.0,Married,Aurora,6172.91,2018 Promotion,38,Engaged,0,2018-02-01
330741,Quebec,Male,Bachelor,83322.0,Married,Star,7462.93,Standard,39,Engaged,4,2014-03-01
330779,Ontario,Male,Bachelor,66444.0,Married,Nova,3863.31,Standard,34,Engaged,4,2014-08-01
330858,Quebec,Male,Bachelor,69371.0,Divorced,Nova,2996.89,Standard,43,Engaged,5,2013-05-01
330870,Quebec,Female,Bachelor,56430.0,Married,Nova,12780.28,Standard,10,Disengaged,0,2018-05-01
330947,British Columbia,Male,College,66801.5,Married,Nova,4303.47,Standard,15,Disengaged,0,2018-06-01
330988,Alberta,Male,Bachelor,103202.0,Married,Aurora,5969.55,Standard,28,Engaged,1,2017-07-01
331078,Ontario,Female,High School or Below,55043.0,Married,Star,2722.21,Standard,37,Engaged,4,2014-02-01
331094,Ontario,Female,Bachelor,75512.0,Divorced,Aurora,10592.59,Standard,8,Disengaged,0,2018-05-01
331184,British Columbia,Male,College,66801.5,Married,Nova,2821.0,Standard,26,Engaged,1,2017-09-01
331258,Nova Scotia,Female,Doctor,105218.0,Married,Star,4681.53,Standard,29,Engaged,3,2015-04-01
331301,Ontario,Female,Bachelor,62415.0,Single,Star,11320.83,Standard,39,Engaged,3,2015-01-01
331325,Ontario,Male,High School or Below,60091.0,Divorced,Nova,3226.79,Standard,38,Engaged,3,2015-09-01
331353,Quebec,Female,Doctor,85511.0,Married,Nova,8079.83,Standard,49,Engaged,2,2016-12-01
331560,Quebec,Male,Bachelor,97472.0,Married,Nova,17019.01,Standard,51,Engaged,3,2015-02-01
331598,British Columbia,Female,Bachelor,64827.0,Married,Aurora,8621.0,Standard,30,Engaged,5,2013-01-01
331697,British Columbia,Male,Bachelor,76456.0,Married,Aurora,14435.67,Standard,43,Engaged,4,2014-04-01
331698,British Columbia,Female,Doctor,210090.0,Divorced,Aurora,5096.67,Standard,39,Engaged,3,2015-11-01
331699,Alberta,Male,Bachelor,67421.0,Married,Nova,13575.68,Standard,33,Engaged,5,2013-05-01
331706,Alberta,Male,Bachelor,77062.0,Married,Aurora,6410.97,Standard,45,Engaged,5,2013-04-01
331857,Manitoba,Male,Bachelor,46811.0,Single,Nova,2827.33,Standard,30,Engaged,3,2015-11-01
331992,Quebec,Female,College,67178.0,Married,Nova,6739.66,Standard,0,Disengaged,0,2018-11-01
332027,British Columbia,Male,College,66801.5,Married,Aurora,15328.46,Standard,30,Engaged,3,2015-11-01
332077,Ontario,Female,Bachelor,66223.0,Married,Star,9424.26,Standard,28,Engaged,1,2017-11-01
332082,Ontario,Female,Bachelor,71730.0,Married,Nova,5465.6,Standard,40,Engaged,3,2015-04-01
332175,Ontario,Male,College,66801.5,Single,Star,2433.02,Standard,38,Engaged,4,2014-11-01
332208,Quebec,Female,College,67178.0,Married,Star,4733.51,Standard,44,Engaged,5,2013-11-01
332225,Quebec,Male,Master,128111.0,Single,Nova,2959.95,Standard,39,Engaged,1,2017-03-01
332276,Ontario,Female,Bachelor,49654.0,Married,Nova,5360.56,Standard,31,Engaged,1,2017-03-01
332289,British Columbia,Female,Bachelor,79789.0,Married,Nova,2912.6,Standard,38,Engaged,2,2016-08-01
332387,Ontario,Male,Bachelor,60776.0,Divorced,Nova,5103.36,Standard,38,Engaged,3,2015-06-01
332409,Saskatchewan,Female,College,67178.0,Single,Nova,8470.04,Standard,48,Engaged,6,2012-07-01
332430,British Columbia,Female,College,67178.0,Divorced,Aurora,9747.99,Standard,34,Engaged,2,2016-04-01
332466,Quebec,Female,High School or Below,59310.0,Married,Star,2320.75,Standard,39,Engaged,2,2016-01-01
332711,Nova Scotia,Male,Bachelor,62821.0,Divorced,Star,2879.51,Standard,41,Engaged,5,2013-07-01
332716,British Columbia,Male,College,66801.5,Single,Nova,7250.03,Standard,27,Engaged,1,2017-05-01
332780,Ontario,Female,Bachelor,72858.0,Divorced,Nova,2748.93,Standard,35,Engaged,2,2016-04-01
332823,Ontario,Male,High School or Below,55015.0,Married,Aurora,15266.48,2018 Promotion,56,Engaged,0,2018-03-01
332869,Quebec,Female,Bachelor,101352.0,Married,Star,3808.12,Standard,39,Engaged,3,2015-07-01
332962,British Columbia,Female,Bachelor,67819.0,Single,Star,22332.44,Standard,39,Engaged,4,2014-01-01
332983,Quebec,Male,Bachelor,101171.0,Married,Star,4479.02,2018 Promotion,27,Engaged,0,2018-02-01
333039,British Columbia,Male,College,66801.5,Single,Star,14246.15,Standard,41,Engaged,4,2014-05-01
333064,Alberta,Male,Bachelor,62863.0,Married,Aurora,13891.74,Standard,42,Engaged,3,2015-09-01
333207,British Columbia,Female,Bachelor,102255.0,Married,Nova,2902.15,Standard,20,Disengaged,1,2017-09-01
333213,Quebec,Female,Bachelor,94267.0,Married,Star,9448.83,2018 Promotion,43,Engaged,0,2018-03-01
333295,Quebec,Male,Bachelor,56850.0,Single,Nova,18544.3,Standard,33,Engaged,2,2016-03-01
333451,Alberta,Male,Bachelor,63866.0,Single,Nova,5913.31,Standard,49,Engaged,3,2015-10-01
333502,British Columbia,Male,College,66801.5,Married,Star,3891.58,Standard,42,Engaged,4,2014-03-01
333595,Ontario,Female,Bachelor,49798.0,Married,Nova,7079.17,Standard,41,Engaged,4,2014-07-01
333621,Ontario,Female,College,67178.0,Married,Star,4692.17,Standard,30,Engaged,5,2013-06-01
333644,Ontario,Female,Bachelor,93261.0,Married,Nova,8717.05,Standard,1,Disengaged,0,2018-11-01
333680,Ontario,Female,Bachelor,97115.0,Married,Aurora,6291.66,Standard,38,Engaged,5,2013-11-01
333694,Ontario,Male,Bachelor,79543.0,Married,Star,2853.37,Standard,56,Engaged,3,2015-03-01
333773,New Brunswick,Female,Bachelor,68546.0,Single,Star,2771.05,Standard,43,Engaged,2,2016-07-01
333799,British Columbia,Female,College,67178.0,Single,Star,6656.71,Standard,38,Engaged,4,2014-02-01
333825,Ontario,Male,Doctor,136845.0,Married,Star,9671.98,Standard,48,Engaged,6,2012-10-01
334003,British Columbia,Male,Bachelor,70874.0,Married,Star,4668.04,Standard,30,Engaged,5,2013-06-01
334143,Manitoba,Female,Bachelor,48265.0,Married,Star,7873.71,Standard,33,Engaged,3,2015-04-01
334192,Alberta,Male,College,66801.5,Divorced,Aurora,14635.45,Standard,0,Disengaged,0,2018-12-01
334224,Manitoba,Female,College,67178.0,Single,Aurora,8467.37,Standard,40,Engaged,5,2013-10-01
334324,Ontario,Female,College,67178.0,Divorced,Nova,14816.95,Standard,27,Engaged,1,2017-03-01
334329,Alberta,Female,Bachelor,58725.0,Married,Star,2725.36,Standard,35,Engaged,3,2015-01-01
334437,British Columbia,Male,College,66801.5,Single,Nova,18767.55,Standard,50,Engaged,3,2015-12-01
334454,British Columbia,Male,College,66801.5,Married,Star,2419.31,Standard,42,Engaged,2,2016-08-01
334574,British Columbia,Female,Bachelor,51978.0,Married,Nova,5403.55,Standard,0,Disengaged,6,2012-09-01
334575,Saskatchewan,Male,Bachelor,66226.0,Married,Star,2580.85,Standard,27,Engaged,5,2013-12-01
334997,Quebec,Male,Bachelor,63567.0,Married,Nova,15673.14,Standard,45,Engaged,6,2012-07-01
335143,Quebec,Female,College,67178.0,Married,Star,21766.83,Standard,47,Engaged,2,2016-10-01
335162,British Columbia,Male,Bachelor,104619.0,Married,Nova,9124.6,Standard,47,Engaged,5,2013-10-01
335246,Saskatchewan,Male,Bachelor,89241.0,Divorced,Star,5895.11,2018 Promotion,69,Engaged,0,2018-03-01
335306,Alberta,Female,Bachelor,79167.0,Single,Nova,2978.85,Standard,24,Engaged,1,2017-12-01
335324,British Columbia,Female,Bachelor,54111.0,Divorced,Nova,8341.93,Standard,36,Engaged,4,2014-07-01
335365,British Columbia,Female,Bachelor,54969.0,Married,Star,6685.8,Standard,41,Engaged,5,2013-10-01
335371,Nova Scotia,Male,Bachelor,87954.0,Married,Nova,4899.98,Standard,42,Engaged,2,2016-01-01
335421,Quebec,Male,High School or Below,52477.0,Married,Star,8467.27,Standard,25,Engaged,5,2013-02-01
335545,Quebec,Male,Bachelor,84988.0,Married,Star,10656.88,Standard,41,Engaged,2,2016-12-01
335554,Alberta,Male,College,66801.5,Single,Aurora,5313.29,Standard,51,Engaged,5,2013-11-01
335671,Ontario,Male,College,66801.5,Married,Nova,5061.76,Standard,47,Engaged,5,2013-08-01
335755,British Columbia,Male,Bachelor,63525.0,Single,Star,4268.62,Standard,21,Engaged,5,2013-06-01
335839,Ontario,Female,Bachelor,90889.0,Married,Star,4882.49,Standard,44,Engaged,5,2013-07-01
335852,Newfoundland,Female,College,67178.0,Married,Star,2510.63,Standard,45,Engaged,3,2015-09-01
335964,British Columbia,Female,Bachelor,47643.0,Divorced,Nova,11660.57,Standard,31,Engaged,4,2014-01-01
336025,Quebec,Male,Bachelor,65033.0,Single,Star,8161.78,Standard,25,Engaged,3,2015-05-01
336037,Quebec,Male,College,66801.5,Single,Nova,3059.43,Standard,26,Engaged,1,2017-03-01
336076,Saskatchewan,Male,Bachelor,80013.0,Married,Star,3179.47,Standard,4,Disengaged,0,2018-11-01
336127,Ontario,Male,Bachelor,78483.0,Single,Nova,7150.23,Standard,58,Engaged,4,2014-04-01
336138,British Columbia,Male,College,66801.5,Married,Star,2409.37,Standard,38,Engaged,2,2016-07-01
336139,Ontario,Female,College,67178.0,Married,Nova,3669.83,Standard,36,Engaged,6,2012-08-01
336141,Manitoba,Female,Bachelor,64704.0,Married,Star,5182.39,Standard,43,Engaged,6,2012-06-01
336143,Ontario,Female,Bachelor,50613.0,Divorced,Nova,5495.18,Standard,42,Engaged,5,2013-02-01
336247,Quebec,Female,Bachelor,72350.0,Married,Star,20237.15,Standard,53,Engaged,4,2014-11-01
336271,Ontario,Female,Bachelor,73798.0,Married,Nova,2952.58,Standard,39,Engaged,5,2013-06-01
336281,Alberta,Female,Master,118863.0,Divorced,Aurora,11790.5,Standard,53,Engaged,1,2017-05-01
336341,Ontario,Female,College,67178.0,Single,Star,4709.52,Standard,35,Engaged,6,2012-11-01
336357,Quebec,Male,Bachelor,82406.0,Single,Nova,8274.15,2018 Promotion,56,Engaged,0,2018-04-01
336451,Manitoba,Female,Bachelor,50501.0,Married,Star,6965.42,Standard,3,Disengaged,0,2018-11-01
336469,British Columbia,Female,Bachelor,70664.0,Married,Star,10682.76,Standard,28,Engaged,1,2017-03-01
336484,Prince Edward Island,Male,Bachelor,58511.0,Married,Star,5363.08,2018 Promotion,38,Engaged,0,2018-03-01
336539,British Columbia,Female,Doctor,210090.0,Divorced,Aurora,5096.67,Standard,46,Engaged,1,2017-03-01
336541,Ontario,Female,Bachelor,69804.0,Married,Nova,2859.41,Standard,21,Engaged,1,2017-09-01
336665,Quebec,Female,Bachelor,80605.0,Married,Nova,25674.15,Standard,12,Disengaged,1,2017-11-01
336722,Manitoba,Male,Bachelor,80360.0,Single,Star,36860.73,Standard,42,Engaged,5,2013-03-01
336724,Ontario,Female,Bachelor,94323.0,Married,Nova,14970.29,Standard,39,Engaged,3,2015-09-01
336770,British Columbia,Male,Bachelor,93936.0,Married,Nova,2875.43,Standard,31,Engaged,0,2018-07-01
336809,Quebec,Female,Bachelor,93064.0,Married,Nova,5557.93,Standard,33,Engaged,6,2012-06-01
336817,Ontario,Male,Bachelor,50930.0,Married,Aurora,8382.48,2018 Promotion,42,Engaged,0,2018-04-01
336831,Ontario,Female,Bachelor,79651.0,Married,Nova,2899.7,Standard,3,Disengaged,0,2018-09-01
336878,Ontario,Male,Bachelor,103374.0,Single,Star,2640.52,Standard,1,Disengaged,0,2018-11-01
336882,British Columbia,Male,Bachelor,102403.0,Married,Nova,2746.12,Standard,106,Engaged,1,2017-05-01
336902,Ontario,Male,Bachelor,87782.0,Married,Aurora,23594.68,2018 Promotion,29,Engaged,0,2018-04-01
337066,Ontario,Female,Bachelor,97363.0,Single,Star,2530.71,Standard,44,Engaged,1,2017-03-01
337148,Nova Scotia,Male,Bachelor,67819.0,Single,Aurora,22332.44,Standard,35,Engaged,4,2014-10-01
337235,British Columbia,Female,Bachelor,71120.0,Married,Nova,3095.63,Standard,41,Engaged,4,2014-01-01
337260,British Columbia,Female,Bachelor,58430.0,Married,Nova,7613.19,Standard,38,Engaged,3,2015-06-01
337341,British Columbia,Male,Bachelor,54017.0,Divorced,Star,2452.06,Standard,7,Disengaged,6,2012-10-01
337453,British Columbia,Female,Bachelor,96819.0,Married,Aurora,9011.13,Standard,42,Engaged,5,2013-12-01
337488,Quebec,Male,Bachelor,77358.0,Married,Star,4178.59,Standard,36,Engaged,2,2016-09-01
337815,Ontario,Female,Bachelor,91275.0,Divorced,Star,4272.59,Standard,52,Engaged,3,2015-06-01
337818,British Columbia,Male,Bachelor,61449.0,Married,Aurora,6762.08,Standard,57,Engaged,4,2014-10-01
337842,Alberta,Female,College,67178.0,Married,Star,2441.39,Standard,37,Engaged,3,2015-05-01
337857,Quebec,Female,Bachelor,100113.0,Married,Star,12846.45,Standard,32,Engaged,6,2012-06-01
337925,Quebec,Female,Bachelor,65021.0,Divorced,Aurora,7090.47,Standard,36,Engaged,4,2014-08-01
337932,Ontario,Female,Master,81765.0,Single,Star,25464.82,Standard,18,Disengaged,1,2017-03-01
337945,Quebec,Female,Bachelor,47215.0,Single,Star,5638.93,Standard,39,Engaged,2,2016-08-01
337980,Ontario,Male,College,66801.5,Married,Aurora,9155.24,Standard,46,Engaged,4,2014-12-01
337983,Quebec,Male,College,66801.5,Married,Star,8719.13,Standard,28,Engaged,4,2014-06-01
338059,Newfoundland,Female,College,67178.0,Divorced,Star,16468.22,Standard,28,Engaged,4,2014-12-01
338125,Quebec,Male,Bachelor,78655.0,Single,Nova,9011.76,Standard,4,Disengaged,0,2018-11-01
338212,Quebec,Female,Bachelor,54507.0,Divorced,Nova,4754.65,Standard,24,Engaged,3,2015-11-01
338285,Ontario,Female,Bachelor,77621.0,Married,Aurora,7414.44,Standard,40,Engaged,1,2017-04-01
338291,Ontario,Male,Bachelor,67090.0,Married,Star,14895.4,Standard,5,Disengaged,0,2018-06-01
338346,British Columbia,Male,College,66801.5,Single,Aurora,6875.61,Standard,35,Engaged,4,2014-09-01
338750,Ontario,Male,Bachelor,53310.0,Married,Star,2545.52,Standard,0,Disengaged,6,2012-05-01
338786,Alberta,Male,College,66801.5,Married,Star,2294.48,Standard,35,Engaged,5,2013-05-01
338803,British Columbia,Female,Bachelor,83645.0,Married,Nova,5390.27,Standard,15,Disengaged,0,2018-06-01
338808,Ontario,Female,Bachelor,96116.0,Divorced,Star,5934.74,Standard,6,Disengaged,1,2017-12-01
338838,New Brunswick,Female,College,67178.0,Single,Nova,3136.08,Standard,32,Engaged,3,2015-12-01
338872,Saskatchewan,Female,Bachelor,54550.0,Divorced,Star,3589.37,Standard,35,Engaged,2,2016-12-01
339005,Ontario,Male,Bachelor,56621.0,Married,Star,2430.48,Standard,38,Engaged,2,2016-10-01
339151,British Columbia,Female,Bachelor,46720.0,Married,Nova,5091.1,Standard,40,Engaged,3,2015-07-01
339220,Ontario,Female,Bachelor,80219.0,Married,Nova,2816.76,Standard,26,Engaged,5,2013-11-01
339371,British Columbia,Male,Bachelor,95497.0,Single,Star,25805.51,Standard,21,Engaged,0,2018-05-01
339573,Ontario,Male,Bachelor,103494.0,Married,Aurora,11628.73,Standard,44,Engaged,6,2012-10-01
339819,Ontario,Female,Bachelor,72646.0,Married,Nova,5333.04,Standard,31,Engaged,6,2012-07-01
339845,Quebec,Female,College,67178.0,Single,Star,4250.28,Standard,25,Engaged,1,2017-11-01
339880,Ontario,Female,Bachelor,69412.0,Married,Aurora,34243.51,Standard,46,Engaged,2,2016-03-01
339927,British Columbia,Male,College,66801.5,Married,Star,8002.31,Standard,34,Engaged,5,2013-09-01
339941,Quebec,Female,Bachelor,94568.0,Married,Nova,3309.25,Standard,28,Engaged,4,2014-11-01
340277,Quebec,Male,Bachelor,66246.0,Married,Star,4063.33,Standard,31,Engaged,5,2013-07-01
340307,Quebec,Male,Bachelor,66046.0,Single,Star,3157.55,Standard,22,Engaged,5,2013-10-01
340467,New Brunswick,Female,Bachelor,82534.0,Single,Nova,5439.36,Standard,37,Engaged,5,2013-01-01
340479,British Columbia,Female,Bachelor,97025.0,Married,Aurora,5055.9,Standard,39,Engaged,2,2016-08-01
340574,Ontario,Female,Bachelor,95072.0,Married,Star,2666.05,Standard,33,Engaged,1,2017-07-01
340583,Ontario,Male,Bachelor,81719.0,Married,Star,9080.28,Standard,36,Engaged,1,2017-05-01
340604,Quebec,Male,Bachelor,85038.0,Married,Nova,6521.37,Standard,0,Disengaged,6,2012-11-01
340638,Quebec,Female,Bachelor,67412.0,Married,Nova,8360.15,2018 Promotion,13,Disengaged,0,2018-02-01
340691,Quebec,Male,College,66801.5,Single,Star,4713.4,Standard,49,Engaged,3,2015-12-01
340723,Quebec,Female,Bachelor,74522.0,Divorced,Star,2393.81,Standard,7,Disengaged,0,2018-07-01
340782,Ontario,Female,Bachelor,101310.0,Married,Aurora,5918.33,Standard,23,Engaged,1,2017-06-01
340802,Quebec,Male,Bachelor,99788.0,Married,Nova,20096.89,Standard,39,Engaged,2,2016-12-01
340874,British Columbia,Female,Bachelor,57737.0,Married,Nova,26305.42,Standard,25,Engaged,0,2018-01-01
340924,British Columbia,Female,Doctor,135464.0,Married,Nova,8783.17,Standard,32,Engaged,1,2017-05-01
340925,Ontario,Male,Bachelor,93481.0,Married,Star,6575.45,Standard,47,Engaged,2,2016-05-01
340927,Ontario,Female,Bachelor,70370.0,Married,Aurora,14566.09,Standard,25,Engaged,1,2017-03-01
340934,Nova Scotia,Male,Bachelor,47446.0,Married,Star,4882.29,Standard,0,Disengaged,0,2018-11-01
341169,Quebec,Female,College,67178.0,Single,Star,13021.09,Standard,45,Engaged,6,2012-09-01
341185,Ontario,Male,College,66801.5,Single,Star,7707.81,Standard,36,Engaged,4,2014-01-01
341302,British Columbia,Male,Bachelor,59152.0,Divorced,Nova,10856.18,Standard,27,Engaged,3,2015-10-01
341549,British Columbia,Female,College,67178.0,Divorced,Nova,9435.54,Standard,31,Engaged,2,2016-08-01
341594,British Columbia,Female,Bachelor,70302.0,Married,Star,4187.78,Standard,26,Engaged,3,2015-09-01
341725,Saskatchewan,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,37,Engaged,2,2016-04-01
341728,Quebec,Male,College,66801.5,Single,Aurora,8628.3,Standard,41,Engaged,5,2013-07-01
341867,British Columbia,Female,High School or Below,40260.0,Single,Nova,5274.2,Standard,32,Engaged,4,2014-04-01
341897,Quebec,Female,Bachelor,72900.0,Married,Star,8232.76,Standard,1,Disengaged,0,2018-09-01
341904,Manitoba,Male,College,66801.5,Single,Star,2254.4,Standard,1,Disengaged,0,2018-10-01
341942,Yukon,Male,Bachelor,55172.0,Divorced,Star,14137.23,Standard,33,Engaged,5,2013-12-01
342007,New Brunswick,Female,Bachelor,54227.0,Married,Nova,4897.98,2018 Promotion,36,Engaged,0,2018-04-01
342044,Ontario,Female,Bachelor,90298.0,Divorced,Star,3308.0,Standard,46,Engaged,5,2013-07-01
342156,Ontario,Male,Bachelor,60470.0,Divorced,Star,2650.62,Standard,48,Engaged,4,2014-08-01
342407,New Brunswick,Male,Bachelor,64489.0,Married,Star,7163.8,Standard,36,Engaged,3,2015-03-01
342483,Alberta,Male,College,66801.5,Single,Aurora,23706.11,2018 Promotion,51,Engaged,0,2018-03-01
